model,dtype,kernel,tokens,qp,repetitions,total_median_us,total_min_us,total_max_us,p95_rank_max_median_us,total_runs_us
v4_flash,bf16,v2_ll,64,2,3,138.01429699303517,137.81586400201095,138.60094348161385,145.83700150251389,"[138.60094348161385, 137.81586400201095, 138.01429699303517]"
v4_flash,bf16,v2_ll,64,4,3,146.70756430333032,146.51068285557216,147.54888970918697,153.7966012954712,"[147.54888970918697, 146.70756430333032, 146.51068285557216]"
v4_flash,bf16,v2_ll,64,8,3,176.04692638369983,175.73703181576627,178.72539812955876,187.0673954486847,"[178.72539812955876, 175.73703181576627, 176.04692638369983]"
v4_flash,bf16,v2_ll,256,1,3,311.2044211091666,310.20622571994517,312.1105166922869,328.3999979496002,"[311.2044211091666, 310.20622571994517, 312.1105166922869]"
v4_flash,bf16,v2_ll,256,2,3,317.6246974777816,317.3860640521964,317.77174713025835,331.53600692749023,"[317.6246974777816, 317.3860640521964, 317.77174713025835]"
v4_flash,bf16,v2_ll,256,4,3,307.7944434922317,306.0684644071193,311.178098673579,322.1686005592346,"[311.178098673579, 307.7944434922317, 306.0684644071193]"
v4_flash,bf16,v2_ll,256,8,3,326.16648617489585,323.9803159737895,327.40879694706405,338.19999396800995,"[326.16648617489585, 327.40879694706405, 323.9803159737895]"
v4_flash,bf16,v2_ll,1024,1,3,948.9688820623119,914.8281666867692,954.470466886615,1012.0184183120728,"[914.8281666867692, 954.470466886615, 948.9688820623119]"
v4_flash,bf16,v2_ll,1024,2,3,923.4920450454129,919.9891568257891,930.0602630166144,993.6657965183258,"[919.9891568257891, 923.4920450454129, 930.0602630166144]"
v4_flash,bf16,v2_ll,1024,4,3,878.8306989931855,873.276688993491,879.5142870653292,935.9328210353851,"[879.5142870653292, 878.8306989931855, 873.276688993491]"
v4_flash,bf16,v2_ll,1024,8,3,830.5932042542203,827.6898043294406,853.6342656047179,890.5179977416992,"[830.5932042542203, 853.6342656047179, 827.6898043294406]"
v4_flash,bf16,v2_ll,4096,1,3,3234.5801656102312,3231.6810164985986,3241.488339829034,3323.143768310547,"[3241.488339829034, 3231.6810164985986, 3234.5801656102312]"
v4_flash,bf16,v2_ll,4096,2,3,3508.088344130023,3497.6238690573596,3526.7424770984157,3870.8789110183716,"[3508.088344130023, 3497.6238690573596, 3526.7424770984157]"
v4_flash,bf16,v2_ll,4096,4,3,3491.7408988393586,3472.61647982844,3547.619034247152,3907.028031349182,"[3491.7408988393586, 3472.61647982844, 3547.619034247152]"
v4_flash,bf16,v2_ll,4096,8,3,2952.993042767048,2952.750969549705,2977.79843211174,3117.153000831604,"[2977.79843211174, 2952.750969549705, 2952.993042767048]"
v4_flash,bf16,v2_ll,8192,1,3,6302.5814844616525,6301.533588047685,6303.78737480476,6457.781028747559,"[6301.533588047685, 6302.5814844616525, 6303.78737480476]"
v4_flash,bf16,v2_ll,8192,2,3,6813.46655919634,6792.099548824902,6882.957166125035,7345.04976272583,"[6813.46655919634, 6792.099548824902, 6882.957166125035]"
v4_flash,bf16,v2_ll,8192,4,3,6187.671563748656,6164.368510246277,6262.958572342478,6499.637126922607,"[6187.671563748656, 6262.958572342478, 6164.368510246277]"
v4_flash,bf16,v2_ll,8192,8,3,5436.616895527675,5419.646003636821,22013.374333751613,5699.95584487915,"[5419.646003636821, 5436.616895527675, 22013.374333751613]"
v4_flash,bf16,v2_ll,16384,1,3,12448.38545754038,12424.787383655022,39149.7439721535,12705.115795135498,"[39149.7439721535, 12448.38545754038, 12424.787383655022]"
v4_flash,bf16,v2_ll,16384,2,3,13158.537419705555,13144.804283462721,13159.40512048787,13682.914924621582,"[13144.804283462721, 13158.537419705555, 13159.40512048787]"
v4_flash,bf16,v2_ll,16384,4,3,12535.633471505394,12487.316662895268,12566.309997747685,13333.150577545166,"[12566.309997747685, 12487.316662895268, 12535.633471505394]"
v4_flash,bf16,v2_ll,16384,8,3,18558.475804226153,18007.288405607487,18586.236802668405,27045.250701904297,"[18007.288405607487, 18586.236802668405, 18558.475804226153]"
v4_flash,fp8,v2,4,1,3,127.31106221226268,124.97287902756241,146.38528838785814,133.87660011649132,"[146.38528838785814, 127.31106221226268, 124.97287902756241]"
v4_flash,fp8,v2,4,2,3,134.49557510943248,130.62013771609756,137.04754054899615,139.5170010626316,"[137.04754054899615, 134.49557510943248, 130.62013771609756]"
v4_flash,fp8,v2,4,4,3,154.72850402624442,152.33435966716758,165.4480125771129,160.28360277414322,"[165.4480125771129, 154.72850402624442, 152.33435966716758]"
v4_flash,fp8,v2,4,8,3,187.22846962768455,180.2736029735413,189.86236575412852,195.17199844121933,"[189.86236575412852, 187.22846962768455, 180.2736029735413]"
v4_flash,fp8,v2,16,1,3,132.0590061087418,131.62494575251537,136.50865047559913,137.37300038337708,"[136.50865047559913, 132.0590061087418, 131.62494575251537]"
v4_flash,fp8,v2,16,2,3,137.35059642329298,132.03350801406236,141.042958696148,143.10859888792038,"[141.042958696148, 137.35059642329298, 132.03350801406236]"
v4_flash,fp8,v2,16,4,3,156.45905802475994,154.49221295722086,162.08197153173387,167.2363981604576,"[162.08197153173387, 154.49221295722086, 156.45905802475994]"
v4_flash,fp8,v2,16,8,3,193.9733035316498,187.75809236705817,194.66182929945404,248.7629994750023,"[194.66182929945404, 193.9733035316498, 187.75809236705817]"
v4_flash,fp8,v2,64,1,3,161.0064544024524,160.3963229130825,165.4378488290541,167.61999875307083,"[165.4378488290541, 160.3963229130825, 161.0064544024524]"
v4_flash,fp8,v2,64,2,3,166.19289184695688,160.13510317284744,168.68169979866724,174.65299665927887,"[168.68169979866724, 166.19289184695688, 160.13510317284744]"
v4_flash,fp8,v2,64,4,3,171.590984413593,168.43656204030688,178.24392160400748,186.8193954229355,"[178.24392160400748, 171.590984413593, 168.43656204030688]"
v4_flash,fp8,v2,64,8,3,194.56225802222716,193.60808130546377,204.10024292831278,205.83600103855133,"[204.10024292831278, 194.56225802222716, 193.60808130546377]"
v4_flash,fp8,v2,256,1,3,285.3923593326632,284.867016357723,286.04899529881516,294.3213999271393,"[286.04899529881516, 285.3923593326632, 284.867016357723]"
v4_flash,fp8,v2,256,2,3,283.99412017636774,282.89525114513674,284.56494992534664,293.2256057858467,"[282.89525114513674, 284.56494992534664, 283.99412017636774]"
v4_flash,fp8,v2,256,4,3,275.1668096712694,274.4112083495691,277.00692837544045,290.8095970749855,"[277.00692837544045, 275.1668096712694, 274.4112083495691]"
v4_flash,fp8,v2,256,8,3,287.9587345082184,287.68438479766763,292.41382223072236,303.02539467811584,"[292.41382223072236, 287.9587345082184, 287.68438479766763]"
v4_flash,fp8,v2,1024,1,3,747.4128713767076,745.5174057134267,749.5963153397215,776.1580169200897,"[747.4128713767076, 745.5174057134267, 749.5963153397215]"
v4_flash,fp8,v2,1024,2,3,748.635974776899,742.7239333889607,754.9235803428395,781.8220049142838,"[748.635974776899, 754.9235803428395, 742.7239333889607]"
v4_flash,fp8,v2,1024,4,3,722.4750908990873,715.0743540440654,724.8609419269808,750.3520011901855,"[724.8609419269808, 722.4750908990873, 715.0743540440654]"
v4_flash,fp8,v2,1024,8,3,660.5578236089184,659.1202606093781,670.9398459643126,706.6796064376831,"[670.9398459643126, 659.1202606093781, 660.5578236089184]"
v4_flash,fp8,v2,4096,1,3,2499.2426735316885,2496.5304262165364,2499.608109865723,2519.4810271263123,"[2499.2426735316885, 2496.5304262165364, 2499.608109865723]"
v4_flash,fp8,v2,4096,2,3,2664.087647251014,2657.6522591299026,2670.8973732230993,2852.2600054740906,"[2670.8973732230993, 2664.087647251014, 2657.6522591299026]"
v4_flash,fp8,v2,4096,4,3,2540.4680563971915,2529.3495066720866,2585.7792643123657,2641.122782230377,"[2540.4680563971915, 2529.3495066720866, 2585.7792643123657]"
v4_flash,fp8,v2,4096,8,3,2252.0840382524607,2195.8811551589392,2326.7226181924343,2465.8100247383118,"[2326.7226181924343, 2195.8811551589392, 2252.0840382524607]"
v4_flash,fp8,v2,8192,1,3,4832.906011106639,4828.378729008395,4833.493733457451,4865.456342697144,"[4833.493733457451, 4832.906011106639, 4828.378729008395]"
v4_flash,fp8,v2,8192,2,3,5409.027396861849,5397.567618509819,25411.088706090533,5753.996586799622,"[5409.027396861849, 25411.088706090533, 5397.567618509819]"
v4_flash,fp8,v2,8192,4,3,5347.5671731706325,5262.716886555327,5351.337449047072,5813.670253753662,"[5351.337449047072, 5262.716886555327, 5347.5671731706325]"
v4_flash,fp8,v2,8192,8,3,4090.563168171151,4081.0890043603963,4092.611878468045,4275.318646430969,"[4081.0890043603963, 4090.563168171151, 4092.611878468045]"
v4_flash,fp8,v2,16384,1,3,9497.228206745509,9496.535600259387,9501.495557098553,9534.141635894775,"[9497.228206745509, 9496.535600259387, 9501.495557098553]"
v4_flash,fp8,v2,16384,2,3,10728.01125357891,10696.477365391007,10746.083804759486,11387.571477890015,"[10746.083804759486, 10696.477365391007, 10728.01125357891]"
v4_flash,fp8,v2,16384,4,3,10045.689089031055,10019.794099289795,10071.101817591438,10633.116483688354,"[10019.794099289795, 10045.689089031055, 10071.101817591438]"
v4_flash,fp8,v2,16384,8,3,18563.983930339073,17436.44404539774,18700.44535706783,54610.196614265435,"[18700.44535706783, 18563.983930339073, 17436.44404539774]"
v4_flash,fp8,v2_ll,4,1,3,91.3567369450526,90.9143035412477,115.43059446206638,97.65399917960167,"[91.3567369450526, 90.9143035412477, 115.43059446206638]"
v4_flash,fp8,v2_ll,4,2,3,116.99237472152916,106.63092203020793,117.5969868240043,143.50900053977966,"[117.5969868240043, 116.99237472152916, 106.63092203020793]"
v4_flash,fp8,v2_ll,4,4,3,128.13035963938154,115.71177104006297,137.38440276637417,171.2770015001297,"[128.13035963938154, 115.71177104006297, 137.38440276637417]"
v4_flash,fp8,v2_ll,4,8,3,148.34749320489837,148.24142417035483,160.12234900724786,155.8919996023178,"[148.34749320489837, 160.12234900724786, 148.24142417035483]"
v4_flash,fp8,v2_ll,16,1,3,94.76565275790877,94.29897594361984,118.02551703495455,101.82999968528748,"[94.76565275790877, 94.29897594361984, 118.02551703495455]"
v4_flash,fp8,v2_ll,16,2,3,120.26930806740862,98.362141939137,121.6642152405633,151.86860114336014,"[120.26930806740862, 98.362141939137, 121.6642152405633]"
v4_flash,fp8,v2_ll,16,4,3,117.13563308826295,115.83521949320004,127.24203406030247,124.57239851355553,"[117.13563308826295, 115.83521949320004, 127.24203406030247]"
v4_flash,fp8,v2_ll,16,8,3,148.01107078854895,147.49158581654572,150.51056003872435,159.02039706707,"[148.01107078854895, 150.51056003872435, 147.49158581654572]"
v4_flash,fp8,v2_ll,64,1,3,133.38514842125105,124.85414195870017,133.64163982874618,166.42059981822968,"[133.64163982874618, 133.38514842125105, 124.85414195870017]"
v4_flash,fp8,v2_ll,64,2,3,126.84043935211054,125.40579070176544,139.43565039542216,136.88540011644363,"[125.40579070176544, 126.84043935211054, 139.43565039542216]"
v4_flash,fp8,v2_ll,64,4,3,135.74273451552565,135.05373041723567,143.68745634043268,141.9170007109642,"[143.68745634043268, 135.05373041723567, 135.74273451552565]"
v4_flash,fp8,v2_ll,64,8,3,161.8890145568755,161.67799776805373,161.98644183319192,173.89259934425354,"[161.8890145568755, 161.67799776805373, 161.98644183319192]"
v4_flash,fp8,v2_ll,256,1,3,264.5950251387368,264.31141726287274,266.9721522272147,278.88299971818924,"[264.31141726287274, 266.9721522272147, 264.5950251387368]"
v4_flash,fp8,v2_ll,256,2,3,271.9801394750589,271.46316811057,272.30970823238124,287.6735955476761,"[271.46316811057, 271.9801394750589, 272.30970823238124]"
v4_flash,fp8,v2_ll,256,4,3,268.5824646293346,267.702999460543,274.3859433665358,283.6415946483612,"[274.3859433665358, 268.5824646293346, 267.702999460543]"
v4_flash,fp8,v2_ll,256,8,3,283.45143255488625,281.22150787184466,291.512117753255,298.3055979013443,"[291.512117753255, 281.22150787184466, 283.45143255488625]"
v4_flash,fp8,v2_ll,1024,1,3,761.1461937877125,758.0411872537486,765.4827539648476,807.5344026088715,"[761.1461937877125, 765.4827539648476, 758.0411872537486]"
v4_flash,fp8,v2_ll,1024,2,3,759.1020242343175,754.8127347474982,764.360108059542,807.4134111404419,"[759.1020242343175, 764.360108059542, 754.8127347474982]"
v4_flash,fp8,v2_ll,1024,4,3,734.4121384787662,729.294066510067,739.3105819114837,788.5264098644257,"[739.3105819114837, 729.294066510067, 734.4121384787662]"
v4_flash,fp8,v2_ll,1024,8,3,690.0505543654335,689.7971893435922,690.4197658315815,743.8313961029053,"[690.0505543654335, 689.7971893435922, 690.4197658315815]"
v4_flash,fp8,v2_ll,4096,1,3,2559.938733947688,2552.8239585973065,2560.744293162535,2653.208577632904,"[2552.8239585973065, 2559.938733947688, 2560.744293162535]"
v4_flash,fp8,v2_ll,4096,2,3,2752.524485747362,2746.9215921029963,2764.979987565813,2885.8563899993896,"[2764.979987565813, 2746.9215921029963, 2752.524485747362]"
v4_flash,fp8,v2_ll,4096,4,3,2703.3982529979326,2696.1510047830384,2744.867954146245,2913.775420188904,"[2703.3982529979326, 2696.1510047830384, 2744.867954146245]"
v4_flash,fp8,v2_ll,4096,8,3,2380.1681434029133,2371.235654528799,2381.2598899520676,2517.7047848701477,"[2381.2598899520676, 2380.1681434029133, 2371.235654528799]"
v4_flash,fp8,v2_ll,8192,1,3,4959.080040197948,4945.7022696733475,4979.9213013772305,5106.552934646606,"[4959.080040197948, 4979.9213013772305, 4945.7022696733475]"
v4_flash,fp8,v2_ll,8192,2,3,5366.806144601313,5330.2847961413445,25969.563564349864,5625.131940841675,"[5366.806144601313, 25969.563564349864, 5330.2847961413445]"
v4_flash,fp8,v2_ll,8192,4,3,4889.672468191591,4876.213523334471,4915.115231840775,5276.325821876526,"[4915.115231840775, 4876.213523334471, 4889.672468191591]"
v4_flash,fp8,v2_ll,8192,8,3,4268.235157019106,4266.774227906918,4270.635556814999,4454.54695224762,"[4266.774227906918, 4268.235157019106, 4270.635556814999]"
v4_flash,fp8,v2_ll,16384,1,3,9717.17585058048,9705.01829067181,54998.70686233044,9978.142976760864,"[54998.70686233044, 9717.17585058048, 9705.01829067181]"
v4_flash,fp8,v2_ll,16384,2,3,10285.093811565432,10268.00955112638,10291.171878576279,10664.012145996094,"[10268.00955112638, 10291.171878576279, 10285.093811565432]"
v4_flash,fp8,v2_ll,16384,4,3,9756.606692897862,9744.065523147583,9782.015906325702,10191.665887832642,"[9744.065523147583, 9782.015906325702, 9756.606692897862]"
v4_flash,fp8,v2_ll,16384,8,3,18148.382155802745,17915.659327702277,23647.359658931862,60355.48849105834,"[17915.659327702277, 23647.359658931862, 18148.382155802745]"
v4_pro,bf16,v2,4,1,3,155.26350404553372,151.9291050860594,160.027799180484,164.31699991226196,"[160.027799180484, 155.26350404553372, 151.9291050860594]"
v4_pro,bf16,v2,4,2,3,164.96947593184123,163.10537038852686,168.81522366873406,172.54799753427505,"[168.81522366873406, 164.96947593184123, 163.10537038852686]"
v4_pro,bf16,v2,4,4,3,181.25832723132496,179.04409636936055,195.8793763649361,189.34800028800964,"[195.8793763649361, 181.25832723132496, 179.04409636936055]"
v4_pro,bf16,v2,4,8,3,214.79511142162414,213.6873897036602,215.01344983498083,222.12299406528473,"[215.01344983498083, 214.79511142162414, 213.6873897036602]"
v4_pro,bf16,v2,16,1,3,170.59227751953335,168.32283789548893,172.00552317281736,177.8999999165535,"[170.59227751953335, 172.00552317281736, 168.32283789548893]"
v4_pro,bf16,v2,16,2,3,174.68340889197486,171.51030130555918,176.39156427748244,180.34819662570953,"[171.51030130555918, 176.39156427748244, 174.68340889197486]"
v4_pro,bf16,v2,16,4,3,187.4217300772153,184.17111816334312,191.62593908800648,195.39500027894974,"[184.17111816334312, 191.62593908800648, 187.4217300772153]"
v4_pro,bf16,v2,16,8,3,222.23367835876758,219.32562851700288,230.67951004887962,232.39539861679077,"[219.32562851700288, 230.67951004887962, 222.23367835876758]"
v4_pro,bf16,v2,64,1,3,241.4436092407539,239.6487905965026,246.661470946053,268.3780014514923,"[239.6487905965026, 246.661470946053, 241.4436092407539]"
v4_pro,bf16,v2,64,2,3,241.9955212751339,237.24287655204535,245.11952120168456,269.29060220718384,"[237.24287655204535, 245.11952120168456, 241.9955212751339]"
v4_pro,bf16,v2,64,4,3,242.4095016261884,242.0708698959186,246.361313805241,255.54700195789337,"[242.0708698959186, 242.4095016261884, 246.361313805241]"
v4_pro,bf16,v2,64,8,3,260.6440923690539,258.6985165735,261.9358759919374,268.98660212755203,"[260.6440923690539, 258.6985165735, 261.9358759919374]"
v4_pro,bf16,v2,256,1,3,507.0550679389773,505.67226384862744,510.7744795366608,515.0120079517365,"[507.0550679389773, 505.67226384862744, 510.7744795366608]"
v4_pro,bf16,v2,256,2,3,509.01554030334125,506.85533499024035,511.2973189559476,527.9402136802673,"[509.01554030334125, 506.85533499024035, 511.2973189559476]"
v4_pro,bf16,v2,256,4,3,476.973880821004,476.30490439719165,478.01280888760914,488.4534001350403,"[476.973880821004, 478.01280888760914, 476.30490439719165]"
v4_pro,bf16,v2,256,8,3,492.405390880745,489.158670674881,497.1522767546362,524.4279950857161,"[497.1522767546362, 489.158670674881, 492.405390880745]"
v4_pro,bf16,v2,1024,1,3,1520.9912345584096,1519.2275880996524,1524.9849682481124,1556.740427017212,"[1519.2275880996524, 1524.9849682481124, 1520.9912345584096]"
v4_pro,bf16,v2,1024,2,3,1526.4532722789666,1524.582848081301,1526.5860545994906,1618.7144041061401,"[1524.582848081301, 1526.4532722789666, 1526.5860545994906]"
v4_pro,bf16,v2,1024,4,3,1427.4364016179381,1426.9415734271552,1428.0683006448992,1501.4879941940308,"[1427.4364016179381, 1426.9415734271552, 1428.0683006448992]"
v4_pro,bf16,v2,1024,8,3,1285.2583277071344,1283.1563814703761,1286.575693765591,1414.1704320907593,"[1286.575693765591, 1285.2583277071344, 1283.1563814703761]"
v4_pro,bf16,v2,4096,1,3,5454.626125508341,5452.507431650984,5458.69732365526,5473.809051513672,"[5452.507431650984, 5458.69732365526, 5454.626125508341]"
v4_pro,bf16,v2,4096,2,3,6542.670222705809,6504.4580615800005,6544.8355656759495,7510.506677627563,"[6544.8355656759495, 6542.670222705809, 6504.4580615800005]"
v4_pro,bf16,v2,4096,4,3,5621.013033235895,5533.264354642095,5753.755344142174,6408.728742599487,"[5621.013033235895, 5533.264354642095, 5753.755344142174]"
v4_pro,bf16,v2,4096,8,3,4677.252740438642,4609.744389252416,4687.2491307299715,5140.869235992432,"[4687.2491307299715, 4609.744389252416, 4677.252740438642]"
v4_pro,bf16,v2,8192,1,3,10687.907571422642,10679.245679542935,10690.497013001606,10716.654682159424,"[10687.907571422642, 10690.497013001606, 10679.245679542935]"
v4_pro,bf16,v2,8192,2,3,12774.957460062256,12734.436253021504,12836.991770000293,14150.643348693848,"[12734.436253021504, 12836.991770000293, 12774.957460062256]"
v4_pro,bf16,v2,8192,4,3,10999.991260212044,10972.59758104538,11126.03901121123,12835.305595397947,"[11126.03901121123, 10999.991260212044, 10972.59758104538]"
v4_pro,bf16,v2,8192,8,3,9162.509590901178,9140.724592167755,9313.853664131,9742.915630340576,"[9162.509590901178, 9313.853664131, 9140.724592167755]"
v4_pro,bf16,v2,16384,1,3,21183.22866538475,21182.4355865347,21184.20757712989,21213.85040283203,"[21184.20757712989, 21183.22866538475, 21182.4355865347]"
v4_pro,bf16,v2,16384,2,3,25114.728825873342,25099.644598262064,25148.176612525152,26718.794059753418,"[25099.644598262064, 25114.728825873342, 25148.176612525152]"
v4_pro,bf16,v2,16384,4,3,22464.37540342068,21978.388883944215,22645.756939361836,29399.662208557107,"[22464.37540342068, 21978.388883944215, 22645.756939361836]"
v4_pro,bf16,v2,16384,8,3,18227.261180507725,18038.98108519357,24043.807911461798,23200.17814636229,"[18038.98108519357, 24043.807911461798, 18227.261180507725]"
v4_pro,bf16,v2_ll,4,1,3,95.74954067196312,93.36037689755703,119.69530804821386,102.0139992237091,"[119.69530804821386, 95.74954067196312, 93.36037689755703]"
v4_pro,bf16,v2_ll,4,2,3,101.77328638282829,101.1538208574699,129.78034253746014,108.7662011384964,"[129.78034253746014, 101.1538208574699, 101.77328638282829]"
v4_pro,bf16,v2_ll,4,4,3,120.92493939341912,118.71532932855189,121.27551262202705,131.77299946546555,"[121.27551262202705, 118.71532932855189, 120.92493939341912]"
v4_pro,bf16,v2_ll,4,8,3,154.59284261832462,153.81233153286678,156.25276042405386,164.45999890565872,"[154.59284261832462, 153.81233153286678, 156.25276042405386]"
v4_pro,bf16,v2_ll,16,1,3,107.1288465714917,106.54539413396911,125.15283803905136,114.26159888505936,"[125.15283803905136, 107.1288465714917, 106.54539413396911]"
v4_pro,bf16,v2_ll,16,2,3,109.41095439042768,109.00157732600024,110.48049983118885,114.84599858522415,"[110.48049983118885, 109.41095439042768, 109.00157732600024]"
v4_pro,bf16,v2_ll,16,4,3,126.83445448055863,125.37060317519153,146.72763110138476,135.09299978613853,"[126.83445448055863, 146.72763110138476, 125.37060317519153]"
v4_pro,bf16,v2_ll,16,8,3,161.215935095117,159.30796082227909,161.35558134330245,171.21199816465378,"[161.35558134330245, 161.215935095117, 159.30796082227909]"
v4_pro,bf16,v2_ll,64,1,3,184.66170642781873,184.31814586551025,185.9358204849835,192.56339967250824,"[185.9358204849835, 184.31814586551025, 184.66170642781873]"
v4_pro,bf16,v2_ll,64,2,3,186.58824531554149,186.02863543442098,188.2896502181117,195.8274021744728,"[188.2896502181117, 186.02863543442098, 186.58824531554149]"
v4_pro,bf16,v2_ll,64,4,3,194.74407482956505,194.3113380111754,198.41324313190478,201.8119990825653,"[198.41324313190478, 194.3113380111754, 194.74407482956505]"
v4_pro,bf16,v2_ll,64,8,3,210.74383535647186,210.56124274137204,217.64972378853065,216.85099452733994,"[217.64972378853065, 210.74383535647186, 210.56124274137204]"
v4_pro,bf16,v2_ll,256,1,3,480.98747290927787,479.81384749813327,483.4237255091811,501.9643932580948,"[479.81384749813327, 483.4237255091811, 480.98747290927787]"
v4_pro,bf16,v2_ll,256,2,3,488.8756624904686,486.6470113589332,489.9589648984116,506.7729890346527,"[488.8756624904686, 486.6470113589332, 489.9589648984116]"
v4_pro,bf16,v2_ll,256,4,3,465.47317976967014,465.4222212667609,466.21152074557955,487.78879940509796,"[466.21152074557955, 465.47317976967014, 465.4222212667609]"
v4_pro,bf16,v2_ll,256,8,3,484.70814086111454,478.814421061041,488.12160432210254,504.0843993425369,"[478.814421061041, 484.70814086111454, 488.12160432210254]"
v4_pro,bf16,v2_ll,1024,1,3,1526.7276275774527,1526.3376605921778,1526.8101656231388,1591.7326211929321,"[1526.8101656231388, 1526.3376605921778, 1526.7276275774527]"
v4_pro,bf16,v2_ll,1024,2,3,1519.964286607915,1519.877207690272,1527.6557562936996,1600.270426273346,"[1519.964286607915, 1527.6557562936996, 1519.877207690272]"
v4_pro,bf16,v2_ll,1024,4,3,1470.210994368997,1465.5394385857828,1481.0938237170722,1579.2857766151428,"[1470.210994368997, 1465.5394385857828, 1481.0938237170722]"
v4_pro,bf16,v2_ll,1024,8,3,1352.7572436322425,1349.7726019343424,1361.9784617732312,1455.951189994812,"[1349.7726019343424, 1352.7572436322425, 1361.9784617732312]"
v4_pro,bf16,v2_ll,4096,1,3,5581.488160737629,5565.566482215092,5583.022649945884,5734.25931930542,"[5565.566482215092, 5581.488160737629, 5583.022649945884]"
v4_pro,bf16,v2_ll,4096,2,3,6122.174289205978,6108.412455638935,6160.5976627304635,6543.560886383057,"[6108.412455638935, 6160.5976627304635, 6122.174289205978]"
v4_pro,bf16,v2_ll,4096,4,3,6069.450574188397,5959.8737292248625,6072.342249340025,7074.267196655273,"[5959.8737292248625, 6072.342249340025, 6069.450574188397]"
v4_pro,bf16,v2_ll,4096,8,3,5024.254145550317,5019.479856665792,5044.798672969999,5292.912435531616,"[5019.479856665792, 5024.254145550317, 5044.798672969999]"
v4_pro,bf16,v2_ll,8192,1,3,10926.340842041476,10909.480710481776,10939.56862338658,11127.189636230469,"[10909.480710481776, 10939.56862338658, 10926.340842041476]"
v4_pro,bf16,v2_ll,8192,2,3,12048.7775720399,12026.808041950751,12070.00818026477,12943.4889793396,"[12048.7775720399, 12070.00818026477, 12026.808041950751]"
v4_pro,bf16,v2_ll,8192,4,3,10594.182923949998,10592.446719777996,10597.978373026026,11005.85651397705,"[10592.446719777996, 10594.182923949998, 10597.978373026026]"
v4_pro,bf16,v2_ll,8192,8,3,14406.141064290343,13616.315256418853,14588.001638650894,22849.155807495114,"[14588.001638650894, 14406.141064290343, 13616.315256418853]"
v4_pro,bf16,v2_ll,16384,1,3,21670.288895738537,21651.440661529014,25228.478225140738,22013.632202148438,"[25228.478225140738, 21651.440661529014, 21670.288895738537]"
v4_pro,bf16,v2_ll,16384,2,3,24778.197555706418,24754.428292142933,24837.859184577548,26372.40447998047,"[24754.428292142933, 24778.197555706418, 24837.859184577548]"
v4_pro,bf16,v2_ll,16384,4,3,21543.67832890872,21525.10779479454,21560.140977645744,22528.86962890625,"[21543.67832890872, 21560.140977645744, 21525.10779479454]"
v4_pro,bf16,v2_ll,16384,8,3,50618.17692888194,50008.6588160745,51968.62047396857,87599.56741333008,"[51968.62047396857, 50618.17692888194, 50008.6588160745]"
v4_pro,fp8,v2,4,1,3,154.79814199377495,148.23537048530477,163.0505621433258,161.668598651886,"[163.0505621433258, 154.79814199377495, 148.23537048530477]"
v4_pro,fp8,v2,4,2,3,161.3970622982316,160.87613512504976,167.040829402234,166.90000221133232,"[167.040829402234, 160.87613512504976, 161.3970622982316]"
v4_pro,fp8,v2,4,4,3,178.90121059588574,177.38373675544202,182.43432272996367,184.35559943318367,"[182.43432272996367, 178.90121059588574, 177.38373675544202]"
v4_pro,fp8,v2,4,8,3,216.82091734918026,211.45005349134064,218.7272794062978,223.46679866313934,"[218.7272794062978, 216.82091734918026, 211.45005349134064]"
v4_pro,fp8,v2,16,1,3,163.563991045772,162.37256872660384,164.85604905555473,170.07660120725632,"[163.563991045772, 164.85604905555473, 162.37256872660384]"
v4_pro,fp8,v2,16,2,3,167.81105335544925,164.9225901748086,168.2581029479103,174.139004945755,"[164.9225901748086, 168.2581029479103, 167.81105335544925]"
v4_pro,fp8,v2,16,4,3,182.9886591977215,176.91456203766424,183.21173031942854,189.32339698076248,"[176.91456203766424, 182.9886591977215, 183.21173031942854]"
v4_pro,fp8,v2,16,8,3,218.5082192018885,212.59653170047136,218.88295158037337,225.34700483083725,"[212.59653170047136, 218.88295158037337, 218.5082192018885]"
v4_pro,fp8,v2,64,1,3,217.74489172445288,216.91374952808536,218.90565450303257,224.51600283384323,"[218.90565450303257, 216.91374952808536, 217.74489172445288]"
v4_pro,fp8,v2,64,2,3,219.86373425621926,216.94927516489707,220.62973218873657,231.1873957514763,"[216.94927516489707, 219.86373425621926, 220.62973218873657]"
v4_pro,fp8,v2,64,4,3,222.7081953836926,222.17470649950977,228.19651212093646,237.04300075769424,"[222.17470649950977, 222.7081953836926, 228.19651212093646]"
